dof_index, displacement_x, displacement_y, div_u, curl_u
0,0,3.92659e-59,0,0
1,0,0,0,0
2,0,0,0,0
3,0,-2.02188e-111,0,0
4,0,4.97167e-110,0,0
5,0,3.03869e-23,0,0
6,0,2.98688e-22,0,0
7,0,4.65363e-106,0,0
8,0,3.12364e-104,0,0
9,0,4.29788e-104,0,0
10,0,3.34201e-104,0,0
11,0,3.73054e-103,0,0
12,0,6.92943e-103,0,0
13,0,-1.14941e-105,0,0
14,0,3.51301e-104,0,0
15,0,0,0,0
16,0,0,0,0
17,0,0,0,0
18,0,0,0,0
19,0,0,0,0
20,0,0,0,0
21,0,0,0,0
22,0,0,0,0
23,0,0,0,0
24,0,0,0,0
25,0,0,0,0
26,0,0,0,0
27,0,0,0,0
28,0,0,0,0
29,0,0,0,0
30,0,0,0,0
31,0,0,0,0
32,0,0,0,0
33,0,0,0,0
34,0,0,0,0
35,0,4.30622e-14,0,0
36,0,6.59397e-15,0,0
37,0,1.45547e-14,0,0
38,0,1.73949e-15,0,0
39,0,3.39006e-13,0,0
40,0,1.90873e-14,0,0
41,0,1.1818e-13,0,0
42,0,2.34363e-14,0,0
43,0,6.7955e-13,0,0
44,0,6.89311e-14,0,0
45,0,0,0,0
46,0,0,0,0
47,0,9.24422e-85,0,0
48,0,4.36431e-84,0,0
49,0,1.38087e-41,0,0
50,0,2.0263e-41,0,0
51,0,1.92136e-41,0,0
52,0,1.49817e-41,0,0
53,0,0,0,0
54,0,0,0,0
55,0,0,0,0
56,0,0,0,0
57,0,0,0,0
58,0,0,0,0
59,0,0,0,0
60,0,0,0,0
61,0,0,0,0
62,0,0,0,0
63,0,3.01289e-75,0,0
64,0,5.70501e-75,0,0
65,0,0,0,0
66,0,0,0,0
67,0,0,0,0
68,0,0,0,0
69,0,0,0,0
70,0,0,0,0
71,0,0,0,0
72,0,0,0,0
73,0,0,0,0
74,0,0,0,0
75,0,0,0,0
76,0,0,0,0
77,0,3.28902e-73,0,0
78,0,7.12565e-73,0,0
79,0,0,0,0
80,0,0,0,0
81,0,0,0,0
82,0,0,0,0
83,0,0,0,0
84,0,0,0,0
85,0,0,0,0
86,0,0,0,0
87,0,4.06461e-69,0,0
88,0,1.08961e-68,0,0
89,0,1.99666e-115,0,0
90,0,3.76034e-115,0,0
91,0,7.58206e-115,0,0
92,0,1.44332e-114,0,0
93,0,6.41174e-117,0,0
94,0,1.17175e-116,0,0
95,0,0.592055,0,0
96,0,0.592752,0,0
97,0,0.240603,0,0
98,0,0.250767,0,0
99,0,1.08169,0,0
100,0,1.02849,0,0
101,0,0,0,0
102,0,0,0,0
103,0,0,0,0
104,0,0,0,0
105,0,0.212196,0,0
106,0,0.0360763,0,0
