dof_index, displacement_x, displacement_y, div_u, curl_u
0,0,1.61731e-54,0,0
1,0,0,0,0
2,0,0,0,0
3,0,-3.96166e-104,0,0
4,0,2.35868e-102,0,0
5,0,1.74013e-20,0,0
6,0,1.71515e-19,0,0
7,0,4.07263e-98,0,0
8,0,5.57418e-97,0,0
9,0,6.78733e-97,0,0
10,0,5.71137e-97,0,0
11,0,5.90635e-96,0,0
12,0,1.1049e-95,0,0
13,0,-3.58978e-99,0,0
14,0,5.75911e-97,0,0
15,0,0,0,0
16,0,0,0,0
17,0,0,0,0
18,0,0,0,0
19,0,0,0,0
20,0,0,0,0
21,0,0,0,0
22,0,0,0,0
23,0,0,0,0
24,0,0,0,0
25,0,0,0,0
26,0,0,0,0
27,0,0,0,0
28,0,0,0,0
29,0,0,0,0
30,0,0,0,0
31,0,0,0,0
32,0,0,0,0
33,0,0,0,0
34,0,0,0,0
35,0,8.1093e-12,0,0
36,0,1.29236e-12,0,0
37,0,2.96871e-12,0,0
38,0,3.88425e-13,0,0
39,0,5.47498e-11,0,0
40,0,4.78646e-12,0,0
41,0,2.08549e-11,0,0
42,0,4.16759e-12,0,0
43,0,1.04654e-10,0,0
44,0,1.17279e-11,0,0
45,0,0,0,0
46,0,0,0,0
47,0,1.11424e-78,0,0
48,0,5.18994e-78,0,0
49,0,1.05971e-37,0,0
50,0,1.55818e-37,0,0
51,0,1.49696e-37,0,0
52,0,1.30231e-37,0,0
53,0,0,0,0
54,0,0,0,0
55,0,0,0,0
56,0,0,0,0
57,0,0,0,0
58,0,0,0,0
59,0,0,0,0
60,0,0,0,0
61,0,0,0,0
62,0,0,0,0
63,0,1.31246e-69,0,0
64,0,2.5351e-69,0,0
65,0,0,0,0
66,0,0,0,0
67,0,0,0,0
68,0,0,0,0
69,0,0,0,0
70,0,0,0,0
71,0,0,0,0
72,0,0,0,0
73,0,0,0,0
74,0,0,0,0
75,0,0,0,0
76,0,0,0,0
77,0,1.12304e-67,0,0
78,0,2.35148e-67,0,0
79,0,0,0,0
80,0,0,0,0
81,0,0,0,0
82,0,0,0,0
83,0,0,0,0
84,0,0,0,0
85,0,0,0,0
86,0,0,0,0
87,0,7.34573e-64,0,0
88,0,2.0677e-63,0,0
89,0,1.73722e-107,0,0
90,0,3.30266e-107,0,0
91,0,6.52278e-107,0,0
92,0,1.25247e-106,0,0
93,0,7.83265e-109,0,0
94,0,1.44797e-108,0,0
95,0,0.126106,0,0
96,0,0.0525429,0,0
97,0,0.413101,0,0
98,0,0.367689,0,0
99,0,-0.650881,0,0
100,0,-0.516994,0,0
101,0,0,0,0
102,0,0,0,0
103,0,0,0,0
104,0,0,0,0
105,0,0.946961,0,0
106,0,0.162282,0,0
107,0,3.29996e-109,0,0
108,0,3.86904e-109,0,0
109,0,4.19277e-105,0,0
110,0,1.16225e-104,0,0
111,0,4.97793e-106,0,0
112,0,1.03927e-105,0,0
113,0,4.65277e-104,0,0
114,0,9.41262e-104,0,0
115,0,0,0,0
116,0,0,0,0
117,0,0,0,0
118,0,0,0,0
119,0,2.67163e-144,0,0
120,0,-3.57993e-145,0,0
121,0,2.24503e-142,0,0
122,0,-2.21859e-143,0,0
123,0,0,0,0
124,0,0,0,0
125,0,0,0,0
126,0,0,0,0
127,0,0,0,0
128,0,0,0,0
129,0,4.28974e-125,0,0
130,0,7.68976e-125,0,0
131,0,5.39457e-125,0,0
132,0,7.89213e-126,0,0
133,0,3.03535e-127,0,0
134,0,1.8059e-127,0,0
135,0,-7.40515e-49,0,0
136,0,1.35508e-47,0,0
137,0,1.11326e-49,0,0
138,0,1.8091e-48,0,0
139,0,6.65218e-40,0,0
140,0,2.70918e-39,0,0
141,0,2.14569e-41,0,0
142,0,8.40055e-41,0,0
143,0,1.15591e-125,0,0
144,0,6.25062e-126,0,0
145,0,0,0,0
146,0,0,0,0
147,0,0,0,0
148,0,0,0,0
149,0,0,0,0
150,0,0,0,0
151,0,0,0,0
152,0,0,0,0
153,0,0,0,0
154,0,0,0,0
155,0,0,0,0
156,0,0,0,0
157,0,0,0,0
158,0,0,0,0
159,0,0,0,0
160,0,0,0,0
161,0,0,0,0
162,0,0,0,0
163,0,0,0,0
164,0,0,0,0
165,0,0.0873571,0,0
166,0,0.0101817,0,0
167,0,0,0,0
168,0,0,0,0
169,0,0,0,0
170,0,0,0,0
171,0,0,0,0
172,0,0,0,0
173,0,0,0,0
174,0,0,0,0
175,0,1.37642e-105,0,0
176,0,3.15086e-105,0,0
177,0,5.94671e-105,0,0
178,0,1.11313e-104,0,0
179,0,1.94412e-103,0,0
180,0,3.24075e-103,0,0
181,0,4.83563e-105,0,0
182,0,6.07613e-105,0,0
183,0,0,0,0
184,0,0,0,0
185,0,1.76387e-34,0,0
186,0,1.84396e-35,0,0
187,0,7.15666e-34,0,0
188,0,2.21383e-34,0,0
189,0,0,0,0
190,0,0,0,0
191,0,0,0,0
192,0,0,0,0
193,0,0,0,0
194,0,0,0,0
195,0,0,0,0
196,0,0,0,0
197,0,3.79276e-39,0,0
198,0,-1.62121e-39,0,0
199,0,1.57147e-47,0,0
200,0,1.14477e-47,0,0
201,0,8.38283e-49,0,0
202,0,5.8201e-49,0,0
203,0,9.95366e-48,0,0
204,0,3.44014e-48,0,0
205,0,8.05018e-49,0,0
206,0,2.33655e-49,0,0
207,0,4.2823e-46,0,0
208,0,2.45002e-46,0,0
209,0,2.12071e-47,0,0
210,0,3.53315e-48,0,0
211,0,1.32206e-46,0,0
212,0,6.14305e-47,0,0
213,0,0,0,0
214,0,0,0,0
215,0,0,0,0
216,0,0,0,0
217,0,0,0,0
218,0,0,0,0
219,0,0,0,0
220,0,0,0,0
221,0,0,0,0
222,0,0,0,0
223,0,0,0,0
224,0,0,0,0
225,0,1.85034e-145,0,0
226,0,-5.98215e-146,0,0
227,0,1.14833e-146,0,0
228,0,-3.68989e-147,0,0
229,0,8.70784e-104,0,0
230,0,1.46342e-103,0,0
231,0,1.70826e-102,0,0
232,0,1.00055e-101,0,0
233,0,1.14011e-101,0,0
234,0,8.86559e-102,0,0
235,0,6.70673e-110,0,0
236,0,-1.49602e-110,0,0
237,0,2.46561e-108,0,0
238,0,-5.77278e-109,0,0
239,0,4.89425e-100,0,0
240,0,1.02301e-99,0,0
241,0,1.14083e-110,0,0
242,0,-3.93961e-111,0,0
243,0,0,0,0
244,0,0,0,0
245,0,0,0,0
246,0,0,0,0
247,0,0,0,0
248,0,0,0,0
249,0,0,0,0
250,0,0,0,0
251,0,0,0,0
252,0,0,0,0
253,0,0,0,0
254,0,0,0,0
255,0,0,0,0
256,0,0,0,0
257,0,0,0,0
258,0,0,0,0
259,0,0,0,0
260,0,0,0,0
261,0,0,0,0
262,0,0,0,0
263,0,0,0,0
264,0,0,0,0
265,0,0,0,0
266,0,0,0,0
267,0,0.156892,0,0
268,0,0.409844,0,0
269,0,0,0,0
270,0,0,0,0
271,0,0,0,0
272,0,0,0,0
273,0,0,0,0
274,0,0,0,0
275,0,0,0,0
276,0,0,0,0
277,0,0,0,0
278,0,0,0,0
279,0,0,0,0
280,0,0,0,0
281,0,0,0,0
282,0,0,0,0
283,0,0,0,0
284,0,0,0,0
285,0,0,0,0
286,0,0,0,0
287,0,-0.751164,0,0
288,0,0.479552,0,0
289,0,1.12606,0,0
290,0,-0.457144,0,0
291,0,0.349904,0,0
292,0,-0.0440778,0,0
293,0,8.08466e-112,0,0
294,0,-3.44094e-112,0,0
295,0,0,0,0
296,0,0,0,0
297,0,0,0,0
298,0,0,0,0
299,0,6.39247e-145,0,0
300,0,1.22567e-144,0,0
301,0,0,0,0
302,0,0,0,0
303,0,3.82761e-51,0,0
304,0,3.06359e-51,0,0
305,0,1.93739e-52,0,0
306,0,1.70408e-52,0,0
307,0,3.0303e-51,0,0
308,0,2.5744e-51,0,0
309,0,1.75334e-99,0,0
310,0,7.99264e-99,0,0
311,0,1.14792e-52,0,0
312,0,8.981e-53,0,0
313,0,3.53763e-50,0,0
314,0,3.0346e-50,0,0
315,0,7.25745e-50,0,0
316,0,5.72776e-50,0,0
317,0,4.18298e-78,0,0
318,0,6.41731e-78,0,0
319,0,4.40989e-77,0,0
320,0,7.34999e-77,0,0
321,0,1.09259e-78,0,0
322,0,2.04484e-78,0,0
323,0,1.26122e-79,0,0
324,0,1.79654e-79,0,0
325,0,6.36858e-50,0,0
326,0,5.92061e-50,0,0
327,0,1.27584e-73,0,0
328,0,2.77632e-73,0,0
329,0,8.1355e-73,0,0
330,0,2.72641e-72,0,0
331,0,2.35768e-42,0,0
332,0,8.297e-43,0,0
333,0,2.54824e-41,0,0
334,0,8.11394e-42,0,0
335,0,1.14078e-09,0,0
336,0,-1.41854e-10,0,0
337,0,0,0,0
338,0,0,0,0
339,0,0,0,0
340,0,0,0,0
341,0,6.68473e-10,0,0
342,0,-7.66966e-11,0,0
343,0,0,0,0
344,0,0,0,0
345,0,0,0,0
346,0,0,0,0
347,0,1.42971e-40,0,0
