dof_index, displacement_x, displacement_y
0,9.10462e-38,5.57797e-19
1,-8.00433e-39,2.77048e-19
2,7.32784e-38,3.01623e-05
3,-1.07647e-38,1.43906e-05
4,8.61339e-37,2.06202
5,-1.88705e-37,-0.725734
6,1.17123e-36,2.39523
7,-1.3986e-37,-1.0745
8,3.01669e-43,2.86139e-07
9,4.05157e-44,-1.55658e-08
10,4.57635e-42,0.698767
11,8.13307e-43,1.72771
12,3.63e-42,0.966298
13,6.10885e-43,1.23379
14,7.71088e-38,-0.233181
15,-3.49828e-39,0.699765
16,1.23702e-36,-0.290304
17,2.59731e-38,0.85042
18,8.06789e-38,2.41619e-13
19,4.0349e-40,1.31489e-13
20,1.27148e-36,6.30808e-09
21,1.12786e-37,-4.22404e-10
22,4.53782e-38,5.22896e-14
23,-1.02634e-38,2.11427e-14
24,6.56207e-39,3.15106e-13
25,-1.0031e-39,1.38781e-13
26,7.67821e-38,5.48454e-14
27,7.99547e-39,2.14264e-14
28,3.89577e-44,9.50899e-09
29,2.62464e-46,-1.49186e-09
30,5.22892e-43,4.26018e-08
31,6.06391e-44,-6.48643e-09
32,4.14454e-44,3.2303e-17
33,-6.40756e-45,-1.72252e-18
34,9.63873e-37,5.1808e-18
35,8.67756e-39,-6.6288e-19
36,5.42985e-38,-2.09776
37,5.66333e-39,-1.4656
38,7.80041e-37,-1.88356
39,1.63298e-37,-1.2629
40,6.21402e-38,-1.33771
41,-2.74027e-39,-1.00322
42,9.1235e-37,0.861006
43,-1.75103e-37,-1.32418
44,6.40354e-38,-0.084429
45,-6.99708e-39,-1.45717
46,1.10493e-36,8.72569e-16
47,-1.04673e-37,3.63551e-16
48,6.82876e-38,2.80061
49,-8.42029e-41,0.580311
50,1.07607e-36,1.93628
51,7.79905e-38,0.358439
52,6.82509e-38,0.277367
53,3.91178e-39,0.291149
54,9.50139e-37,5.68019e-15
55,5.30696e-38,2.3025e-15
56,6.27193e-38,8.5427e-16
57,1.3693e-39,2.34912e-16
58,9.63841e-37,1.80072e-15
59,8.78866e-38,7.30655e-16
60,5.55507e-38,3.68953e-22
61,8.64074e-39,1.27744e-22
62,6.43046e-37,4.00345e-23
63,6.65609e-38,1.523e-23
64,3.90857e-38,3.54346e-21
65,4.3927e-39,9.61622e-22
66,5.47293e-37,5.20608e-22
67,1.2247e-37,1.60754e-22
68,3.24773e-38,7.04828e-12
69,6.58247e-39,7.12475e-13
70,3.36338e-37,6.11121e-11
71,4.83866e-38,1.67575e-12
72,1.94444e-38,6.73974e-11
73,3.71041e-39,4.49231e-12
74,2.30882e-37,3.34168e-21
75,5.89487e-38,1.21417e-21
76,1.26659e-38,1.15084
77,3.40144e-39,0.582393
78,1.34109e-37,3.19983
79,6.13425e-38,1.26942
80,5.7968e-39,2.78503
81,2.25997e-39,-0.392077
82,4.81005e-38,3.1645
83,2.36404e-38,-0.623741
84,2.48233e-39,3.70732
85,1.04181e-39,0.0376049
86,1.91122e-38,1.09636e-11
87,5.55262e-39,6.13544e-12
88,1.06779e-39,1.3316e-11
89,3.22975e-40,6.15922e-12
90,1.10001e-38,7.60301e-16
91,3.51183e-39,3.17028e-16
92,4.2338e-40,6.09399e-11
93,1.62303e-40,3.68325e-11
94,4.52533e-39,2.67418e-16
95,1.81058e-39,-3.35424e-17
96,2.16346e-40,2.7132e-15
97,7.36783e-41,-1.5667e-16
98,2.43482e-39,6.13341e-16
99,9.66178e-40,2.16333e-18
100,9.12094e-41,3.84571e-15
101,3.448e-41,4.77955e-17
102,1.15794e-39,2.04811e-14
103,5.59945e-40,-2.34241e-15
104,3.97007e-41,-1.49383
105,2.00227e-41,1.14985
106,3.87339e-40,7.0295e-17
107,1.38809e-40,-1.59718e-18
108,1.35755e-41,1.42505e-21
109,6.07813e-42,6.09471e-22
110,1.86908e-40,1.25276e-22
111,8.39138e-41,6.72848e-23
112,5.59606e-42,1.4883e-22
113,3.41953e-42,4.76353e-23
114,5.05236e-41,9.71702e-13
115,2.82912e-41,3.88694e-13
116,1.85344e-42,9.2213e-13
117,8.91111e-43,6.04348e-13
118,2.36369e-41,8.34869e-12
119,1.38151e-41,4.14349e-12
120,6.9853e-43,1.39405e-21
121,4.70209e-43,4.07362e-22
122,3.91472e-42,7.32852e-12
123,1.8895e-42,3.36608e-12
124,1.33119e-43,6.64184e-11
125,7.37779e-44,-8.40958e-13
126,1.58617e-42,4.14503e-10
127,6.23969e-43,-2.91039e-11
128,5.25359e-44,0.0591233
129,2.49826e-44,0.314405
130,7.044e-43,0.325992
131,3.33081e-43,0.322084
132,2.60651e-44,0.181144
133,1.49146e-44,0.54247
134,2.20553e-43,-0.231721
135,1.2984e-43,0.0554676
136,1.07541e-44,0.0833593
137,3.02975e-45,0.25317
138,9.2042e-44,-2.58788
139,-1.28308e-44,3.18546
140,2.47593e-44,1.14063e-26
141,-2.08328e-44,4.06891e-27
142,4.06726e-43,9.56154e-14
143,-3.14999e-43,3.07074e-14
144,2.3756e-43,1.67525e-27
145,-3.98064e-43,1.88858e-28
146,4.35828e-42,2.63513
147,-3.14127e-42,-0.20011
148,9.80919e-42,0.934159
149,3.15523e-42,-0.417884
150,4.89955e-42,3.49855
151,1.64844e-42,0.545318
152,1.25283e-44,1.44589
153,-1.36893e-44,1.11914
154,4.5967e-43,-1.69888
155,1.19727e-43,-1.18849
156,4.87136e-40,3.16655
157,7.24625e-41,2.24799
158,8.29442e-40,-0.244083
159,2.24466e-40,-0.29814
160,7.3867e-41,1.00163
161,1.30117e-41,0.512373
162,1.36984e-45,1.31693
163,-6.51302e-46,2.294
164,1.23714e-45,4.93259e-28
165,4.63148e-46,3.04421e-29
166,2.94125e-46,5.70988e-28
167,1.33291e-46,-2.41064e-29
168,1.07181e-46,3.95169e-27
169,4.18396e-47,6.34351e-28
170,2.69607e-45,4.80446
171,1.12846e-45,0.709485
172,1.6252e-45,1.26345
173,7.86867e-46,-0.550606
174,7.10957e-45,0.431285
175,3.21181e-45,-1.13907
176,1.27147e-39,1.5302e-24
177,2.6169e-40,6.22669e-25
178,1.06878e-40,1.98523e-24
179,2.01632e-41,8.59336e-25
180,4.39425e-45,-1.75562
181,1.74126e-45,-0.215359
182,3.82363e-44,1.34654e-23
183,1.81465e-44,4.33056e-24
184,2.1407e-39,5.51579e-31
185,4.44108e-40,2.19647e-31
186,1.80546e-40,1.39435e-30
187,3.49307e-41,5.29755e-31
188,1.39767e-44,1.13347e-31
189,5.76189e-45,3.45119e-32
190,9.70878e-44,4.85819e-14
191,4.09243e-44,2.04094e-14
192,3.37716e-44,2.29944e-13
193,1.23454e-44,9.55288e-14
194,3.14827e-43,3.61773e-14
195,1.28845e-43,1.75127e-14
196,2.64294e-40,8.53862e-15
197,1.3278e-40,-2.06073e-16
198,3.41805e-41,1.39507
