dof_index, displacement_x, displacement_y
0,4.49988e-26,1.31775e-10
1,-3.77906e-27,5.32795e-11
2,3.72491e-26,0.277306
3,-4.78265e-27,0.14947
4,2.97062e-25,-0.375509
5,-5.30834e-26,-0.277639
6,3.86859e-25,1.23168
7,-3.95252e-26,0.160836
8,4.79716e-30,0.0241141
9,4.99296e-31,-0.00249567
10,4.9532e-29,-0.547706
11,7.4948e-30,-0.100174
12,3.68023e-29,0.729405
13,3.48433e-30,-0.114388
14,4.06657e-26,-1.92
15,-2.8146e-27,-1.83317
16,4.3464e-25,-1.21605
17,-7.9481e-27,-1.2001
18,4.20894e-26,1.92718e-06
19,2.85185e-28,1.03195e-06
20,4.33953e-25,0.00221123
21,3.51206e-26,-0.000232887
22,2.57158e-26,7.84229e-07
23,-4.66111e-27,3.02763e-07
24,4.94132e-27,2.90145e-06
25,-6.75667e-28,1.10704e-06
26,4.06241e-26,8.11574e-07
27,3.43134e-27,2.91686e-07
28,5.27545e-31,0.0029005
29,-1.67529e-32,-0.000545319
30,4.74235e-30,0.00726112
31,4.06327e-32,-0.0012553
32,5.58673e-31,2.80209e-09
33,-1.15829e-31,-1.34586e-10
34,3.52183e-25,7.16632e-10
35,6.98547e-27,-5.54695e-11
36,3.16008e-26,-0.676484
37,2.51059e-27,-0.290098
38,3.02365e-25,-1.04458
39,4.27056e-26,-0.894654
40,3.3386e-26,-0.313431
41,-3.34939e-28,-0.716822
42,3.19397e-25,0.36872
43,-3.46253e-26,-1.66632
44,3.26886e-26,-0.786222
45,-1.79931e-27,-1.42678
46,3.49704e-25,3.66337e-08
47,-1.76181e-26,1.47449e-08
48,3.28053e-26,-1.88431
49,6.34271e-28,-0.641597
50,3.30157e-25,-2.04094
51,2.64936e-26,-0.055998
52,3.16635e-26,-1.27061
53,2.06205e-27,-0.0575555
54,2.89867e-25,1.47056e-07
55,2.07264e-26,5.89654e-08
56,2.85479e-26,3.59109e-08
57,1.33152e-27,1.15634e-08
58,2.77438e-25,6.55458e-08
59,2.50195e-26,2.52015e-08
60,2.48186e-26,4.07411e-13
61,3.41661e-27,1.51564e-13
62,2.01101e-25,6.95555e-14
63,2.29549e-26,2.77418e-14
64,1.84149e-26,2.46156e-12
65,2.4155e-27,7.92731e-13
66,1.64219e-25,5.72056e-13
67,3.52262e-26,1.9162e-13
68,1.48783e-26,2.63411e-05
69,2.92636e-27,2.14351e-06
70,1.06767e-25,0.000120911
71,1.69888e-26,4.59551e-06
72,9.49291e-27,0.000119763
73,1.82767e-27,5.25822e-06
74,7.50385e-26,2.49617e-12
75,1.76951e-26,8.93595e-13
76,6.37256e-27,-1.96129
77,1.58934e-27,-0.369631
78,4.66708e-26,-1.10264
79,1.80301e-26,-0.101485
80,3.17907e-27,2.89809
81,1.08703e-27,-0.847859
82,2.16429e-26,1.79566
83,8.95002e-27,-0.0127852
84,1.75252e-27,-0.644694
85,6.25841e-28,1.18235
86,1.09485e-26,3.25282e-05
87,2.96976e-27,1.80991e-05
88,9.419e-28,3.57684e-05
89,2.63968e-28,1.95324e-05
90,6.7775e-27,3.05607e-08
91,2.01407e-27,1.43744e-08
92,4.12747e-28,0.000106328
93,1.4592e-28,6.3182e-05
94,3.19577e-27,1.71986e-08
95,1.14112e-27,-2.83971e-09
96,2.3372e-28,7.98093e-08
97,7.60449e-29,-5.39326e-09
98,1.83488e-27,2.83425e-08
99,6.68253e-28,-3.94982e-10
100,1.08943e-28,1.10872e-07
101,3.75505e-29,-9.85115e-10
102,9.88466e-28,3.65408e-07
103,4.19309e-28,-2.90322e-08
104,5.48541e-29,0.268673
105,2.36729e-29,0.0308841
106,4.33224e-28,5.32567e-09
107,1.44386e-28,-2.01361e-10
108,2.4006e-29,1.19282e-12
109,9.81334e-30,4.78804e-13
110,2.3204e-28,1.728e-13
111,9.62964e-29,8.20564e-14
112,1.11268e-29,1.99449e-13
113,6.16752e-30,6.54518e-14
114,7.85614e-29,5.65535e-06
115,3.82457e-29,2.57864e-06
116,4.38085e-30,5.5945e-06
117,2.04835e-30,3.23677e-06
118,3.99247e-29,2.61396e-05
119,2.16421e-29,1.31067e-05
120,1.90949e-30,1.17417e-12
121,1.14463e-30,3.6859e-13
122,1.04724e-29,2.53058e-05
123,4.66662e-30,1.18304e-05
124,5.5723e-31,0.000112381
125,2.77914e-31,-4.49056e-06
126,4.80197e-30,0.000388023
127,1.78561e-30,-3.08784e-05
128,2.50218e-31,-1.18289
129,1.11691e-31,-0.304122
130,2.37912e-30,-0.755779
131,1.02714e-30,-1.15495
132,1.41196e-31,-0.338497
133,6.95125e-32,-0.312034
134,9.45695e-31,-0.462206
135,4.32578e-31,0.0453705
136,9.17698e-32,-0.723633
137,-4.49987e-33,-1.07233
138,7.60185e-31,2.82679
139,-2.91987e-31,-4.18416
140,3.10218e-31,9.17436e-17
141,-2.76905e-31,3.17826e-17
142,3.40695e-30,1.02991e-06
143,-2.7653e-30,4.04476e-07
144,2.26498e-30,1.83927e-17
145,-3.39135e-30,3.60375e-18
146,2.62488e-29,2.04813
147,-1.88642e-29,0.130539
148,1.64183e-29,-0.347155
149,5.12094e-30,-0.153501
150,8.94981e-30,3.04202
151,2.80307e-30,0.285374
152,1.79177e-31,1.41087
153,-1.81538e-31,-1.29826
154,1.18834e-30,2.54658
155,2.95995e-31,-0.537758
156,3.91949e-28,0.0507765
157,6.26396e-29,-1.46208
158,6.26307e-28,3.42751
159,1.62497e-28,-1.1027
160,8.18833e-29,2.82068
161,1.44476e-29,-1.6941
162,2.35838e-32,1.15118
163,-1.51939e-32,-3.33762
164,1.16644e-32,5.6781e-18
165,2.11185e-33,4.86564e-19
166,2.85158e-33,5.77846e-18
167,1.17202e-33,2.90799e-19
168,1.27942e-33,3.00256e-17
169,3.78733e-34,5.05231e-18
170,1.97098e-32,-2.91734
171,7.69328e-33,0.58558
172,1.03587e-32,-3.20366
173,4.57925e-33,2.78714
174,4.47491e-32,-1.54813
175,1.86321e-32,2.98674
176,9.36539e-28,5.01518e-15
177,1.93602e-28,2.00039e-15
178,1.15781e-28,6.22443e-15
