dof_index, displacement_x, displacement_y
0,0.0180437,-2.86197
1,-0.00230988,-0.659247
2,0.0186185,0.851132
3,-0.00218564,0.718423
4,0.0326251,0.306684
5,-0.00467835,-2.06454
6,0.037577,5.28844
7,-0.00354946,-0.759093
8,0.00521643,-0.443795
9,0.00110055,0.409665
10,0.0117461,1.19254
11,0.00303961,-1.90779
12,0.00961387,0.623345
13,0.000731874,-2.72594
14,0.0197404,0.789143
15,-0.00155164,1.83124
16,0.0401746,0.935644
17,-0.00250364,2.65173
18,0.0206439,2.48944
19,-0.000899639,0.813668
20,0.0416106,0.443622
21,-0.00131829,-0.0107377
22,0.0160227,-0.677791
23,-0.00278462,0.194232
24,0.00956377,-0.362379
25,-0.00133623,-0.0745052
26,0.021028,-0.571918
27,-0.000281118,0.0695416
28,0.00128771,0.437346
29,-0.000335818,-0.367391
30,0.0027507,-0.353511
31,-0.00100157,0.0320754
32,0.0012539,0.757368
33,-0.000513816,0.13972
34,0.0419274,0.279487
35,-0.000230078,-0.0298086
36,0.0210718,-1.75385
37,0.000127656,1.6048
38,0.0419582,-3.91808
39,0.000477804,0.382385
40,0.0208813,2.25334
41,0.000466531,-1.13566
42,0.0415606,-0.960375
43,0.00126419,1.93615
44,0.0203979,0.899751
45,0.000829216,0.847971
46,0.0402823,0.762235
47,0.00195283,0.874676
48,0.01958,1.35741
49,0.00111803,2.23077
50,0.0386358,0.389654
51,0.00255639,1.58592
52,0.0186289,1.60216
53,0.00133343,1.26696
54,0.0367892,0.425161
55,0.0030193,0.718189
56,0.017576,0.792905
57,0.00150104,0.946758
58,0.0347003,0.635241
59,0.00327331,0.906077
60,0.0162887,1.68248
61,0.00168288,0.962356
62,0.0320395,0.860396
63,0.0036075,0.590811
64,0.0149008,1.56566
65,0.00180117,0.954115
66,0.0292087,1.87647
67,0.00376491,0.842934
68,0.0133585,1.57544
69,0.00186664,-0.0256689
70,0.0260461,-0.449247
71,0.00383484,-0.0170739
72,0.0117467,0.0457418
73,0.00182312,-0.101406
74,0.0229449,1.56389
75,0.00374477,0.75232
76,0.0101931,-0.0444413
77,0.00169972,0.315431
78,0.019976,2.18302
79,0.00363378,-0.834218
80,0.00792887,-2.03609
81,0.00147239,-1.3945
82,0.0171779,-0.144885
83,0.00335135,0.0941626
84,0.00720448,-1.14982
85,0.00143159,0.930237
86,0.0147738,-0.501033
87,0.00298312,-0.0171046
88,0.00627648,-1.44032
89,0.00127877,-0.0132245
90,0.0124671,0.713217
91,0.00265984,1.18186
92,0.00455556,-0.844048
93,0.00103788,-0.565856
94,0.0100976,0.524003
95,0.00229954,0.21518
96,0.00382287,0.107594
97,0.000911728,-0.228388
98,0.00818429,0.261221
99,0.00199916,-0.0468292
100,0.00277083,-0.366971
101,0.000679414,-0.176063
102,0.00667989,-0.262588
103,0.00171561,-0.245367
104,0.00219193,-0.466024
105,0.000579635,-0.547649
106,0.0053295,0.619136
107,0.00141986,0.203129
108,0.0017018,1.88528
109,0.00048146,0.713991
110,0.00420185,1.56004
111,0.00120228,0.516442
112,0.00127903,1.7368
113,0.000401116,0.553666
114,0.00310546,-0.168137
115,0.000913321,0.108641
116,0.000941741,-0.307378
117,0.000297443,0.162756
118,0.0023793,-0.174456
119,0.000735339,0.234117
120,0.000701073,1.87188
121,0.000222657,0.665753
122,0.00175286,0.490425
123,0.000507238,0.023207
124,0.000522166,-0.761641
125,0.000143272,-0.105229
126,0.00135174,-0.334049
127,0.000317991,-0.00228814
128,0.00041543,-2.78634
129,7.11977e-05,-0.0266876
130,0.00111872,-0.465951
131,0.000147613,-2.67587
132,0.00042265,-0.132237
133,-1.53393e-05,-0.612501
134,0.00101516,-1.22419
135,-9.6932e-05,-0.245731
136,0.000491283,0.285985
137,-0.000194576,-1.90893
138,0.00120134,2.62213
139,-0.000524189,-4.52824
140,0.000809013,-0.520774
141,-0.000565938,-0.162497
142,0.00187278,0.354978
143,-0.00126952,-0.523702
144,0.00176359,-0.133543
145,-0.00146842,-0.0644423
146,0.00378524,1.6209
147,-0.00246704,-0.352557
148,0.00136718,0.00626569
149,0.000335648,0.983414
150,0.00106588,-0.97631
151,0.000257006,-0.598372
152,0.000672902,-0.907833
153,-0.00046553,-0.606871
154,0.000509793,-1.00801
155,0.000101241,-0.0471594
156,0.0037376,-0.0903336
157,0.000630826,-1.06978
158,0.00446491,0.712078
159,0.00081537,-0.998829
160,0.00222209,0.89768
161,0.000341598,-0.0526199
162,0.000298527,1.12705
163,-0.000174819,-0.33743
164,0.000189115,0.256343
165,-5.24778e-05,-0.00443412
166,6.53906e-05,0.29401
167,7.70512e-06,0.0114242
168,6.50506e-05,-0.0244519
169,-8.54222e-06,-0.0431436
170,0.000163502,-1.21731
171,8.30373e-06,2.22475
172,8.67054e-05,-1.18689
173,1.95176e-05,-0.277381
174,0.000188164,-1.23886
175,4.14322e-05,0.327808
176,0.00524607,-0.273654
177,0.000847678,-0.154312
178,0.00257147,-0.165956
179,0.000400429,-0.090005
180,0.000117828,-0.603252
181,2.9895e-05,1.13966
182,0.000250334,0.660789
183,7.06149e-05,0.140021
184,0.00604728,0.589245
185,0.000882665,0.118999
186,0.00301139,0.610059
187,0.000422631,0.116915
188,0.000164231,0.528425
189,4.2522e-05,0.103567
190,0.000338519,3.22768
191,0.00010049,1.62756
192,0.00022538,1.85118
193,5.55803e-05,1.40734
194,0.000467369,0.10914
195,0.000137099,0.323524
196,0.0034323,-0.65413
197,0.000644515,-0.00884664
198,0.00183063,-0.357962
199,0.000313715,-3.49998
200,0.00030308,0.495551
201,7.02747e-05,-3.74736
202,0.000628377,0.451523
203,0.000174366,0.0773078
204,0.00682064,-0.720835
205,0.000872362,0.67872
206,0.0034513,0.07538
207,0.000427925,0.00253035
208,0.000398786,2.10811
209,8.59911e-05,1.96208
210,0.000829266,-0.217227
211,0.0002119,-0.0631631
212,0.00755893,-0.344226
213,0.000824203,-0.0848019
214,0.00388283,4.5554
215,0.000415428,-1.02505
216,0.000682715,3.53298
217,0.000140116,-2.73085
218,0.00825374,-0.0381246
219,0.000753116,-0.707787
220,0.00428784,-3.03998
221,0.000386879,0.648333
222,0.00071911,-1.20825
223,0.000128841,-2.04533
224,0.00160219,0.848638
225,0.000332189,-2.7904
226,0.00191106,-1.51326
227,0.0004515,-1.44354
228,0.00285378,-1.06022
229,0.000659039,-1.56504
230,0.00315566,0.549308
231,0.000646372,-1.08569
232,0.00886279,-0.548652
233,0.000663172,-0.107309
234,0.00465218,-0.379173
235,0.000346985,-0.078506
236,0.00938524,-0.528276
