dof_index, displacement_x, displacement_y
0,8.11038e-115,1.85066e-79
1,-5.36293e-116,9.43452e-80
2,5.73638e-115,1.80061e-47
3,-7.68075e-116,7.81621e-48
4,6.66099e-113,4.9355e-19
5,-1.33262e-113,-1.41041e-20
6,8.80508e-113,1.81546e-19
7,-1.19787e-113,-4.31253e-20
8,4.10801e-131,2.89894e-53
9,2.53816e-131,1.15984e-55
10,4.40422e-129,3.19371e-15
11,4.29918e-129,6.45948e-15
12,9.38475e-129,9.71747e-15
13,4.73818e-129,2.05106e-14
14,4.38475e-115,5.67396e-17
15,6.74049e-116,1.2976e-16
16,5.77165e-113,1.17947e-16
17,1.97301e-113,2.76938e-16
18,3.40568e-115,1.17175e-66
19,7.00083e-116,2.7547e-67
20,4.23327e-113,4.17718e-57
21,1.97235e-113,-1.04276e-58
22,3.51671e-115,6.398e-69
23,-8.11165e-116,3.55354e-69
24,5.83235e-117,3.4951e-67
25,-7.63985e-118,3.42593e-67
26,2.31601e-115,7.04848e-69
27,9.07294e-116,4.16485e-69
28,2.31376e-131,8.40879e-57
29,1.66284e-132,-5.45285e-58
30,3.28245e-129,3.61868e-55
31,1.34378e-129,-2.91971e-56
32,2.45563e-131,1.15084e-75
33,-2.14233e-133,-2.90763e-77
34,1.01975e-113,1.69069e-77
35,-3.24925e-115,-6.41239e-78
36,4.25274e-116,8.37039e-24
37,1.31745e-116,6.39313e-24
38,5.45124e-114,1.73167e-23
39,4.1997e-114,1.40066e-23
40,5.84416e-116,3.12255e-25
41,-4.08394e-117,2.4877e-25
42,8.11899e-114,6.23254e-07
43,-3.84026e-114,1.94096e-07
44,6.35713e-116,1.06694e-07
45,-1.67597e-116,4.74995e-08
46,1.35449e-113,9.39787e-73
47,-2.70974e-114,5.41899e-73
48,7.95632e-116,1.91735e-21
49,-3.18791e-117,2.00991e-22
50,1.41485e-113,1.21846e-21
51,9.67177e-115,1.9722e-22
52,8.50363e-116,8.27037e-23
53,5.46705e-117,1.08522e-23
54,1.20049e-113,6.38444e-71
55,2.3022e-115,2.90419e-71
56,8.34764e-116,9.4768e-73
57,-6.54661e-117,7.01836e-74
58,1.58259e-113,2.82002e-72
59,1.52124e-114,1.30246e-72
60,8.46971e-116,9.84167e-86
61,1.61831e-116,7.49632e-87
62,8.48502e-114,1.03051e-87
63,-3.58647e-115,2.45133e-88
64,6.0396e-116,8.11595e-84
65,-5.88469e-117,-8.71846e-86
66,1.14178e-113,8.1095e-86
67,7.17442e-115,-1.33199e-87
68,6.70224e-116,2.23474e-64
69,7.06781e-117,6.65231e-65
70,8.40787e-114,2.78343e-62
71,2.29776e-115,6.48344e-63
72,4.45521e-116,1.07595e-61
73,7.12009e-117,1.9091e-62
74,5.81666e-114,2.51942e-84
75,1.86595e-114,1.06332e-84
76,2.98259e-116,1.27757e-21
77,9.19324e-117,3.11062e-22
78,3.03563e-114,1.15497e-20
79,2.03584e-114,1.74858e-21
80,1.17688e-116,5.01072e-19
81,6.0958e-117,5.42823e-21
82,1.78062e-115,6.24783e-20
83,1.28469e-115,3.10221e-22
84,7.82436e-118,2.38743e-20
85,5.01183e-118,6.34207e-21
86,1.10458e-116,1.24041e-63
87,3.4678e-117,1.03199e-63
88,5.72074e-119,3.90454e-63
89,1.91987e-119,-2.13352e-64
90,5.54883e-117,7.3591e-73
91,2.00152e-117,1.49108e-73
92,1.8836e-119,7.8924e-62
93,8.16834e-120,7.21612e-62
94,1.65419e-117,4.04158e-74
95,8.32891e-118,7.8988e-76
96,7.61496e-120,1.1394e-71
97,2.65613e-120,-1.42416e-72
98,7.92979e-118,2.22544e-73
99,3.56819e-118,4.1501e-75
100,2.55543e-120,1.32421e-71
101,1.17273e-120,6.73318e-73
102,2.63089e-118,8.70016e-70
103,1.70508e-118,-4.64177e-70
104,7.15838e-121,3.39038e-14
105,5.40728e-121,-1.03736e-14
106,1.04553e-119,2.59596e-75
107,5.06711e-120,-3.16872e-77
108,3.10611e-122,9.28938e-85
109,1.90544e-122,4.50364e-85
110,3.13329e-120,7.11282e-87
111,1.97049e-120,5.31878e-87
112,8.30563e-123,9.0133e-87
113,6.19175e-123,2.38867e-87
114,2.15848e-121,1.74592e-65
115,1.75774e-121,1.02877e-66
116,8.14323e-124,1.03829e-65
117,3.61448e-124,1.41035e-65
118,8.49834e-122,2.0821e-63
119,4.73808e-122,9.21109e-64
120,2.00504e-124,8.51748e-85
121,1.67247e-124,1.59161e-85
122,4.28502e-124,7.3237e-64
123,3.04167e-124,3.54395e-64
124,1.25965e-126,8.42353e-62
125,1.37664e-126,-9.09436e-63
126,7.56234e-125,6.64164e-60
127,3.57157e-125,-2.11947e-60
128,2.15395e-127,1.14138e-13
129,1.20002e-127,8.33742e-14
130,2.26377e-125,8.70147e-15
131,1.29196e-125,5.93416e-15
132,7.39012e-128,1.88815e-14
133,4.91991e-128,1.39229e-14
134,3.63547e-126,1.73319e-13
135,2.6438e-126,1.43374e-13
136,1.28341e-128,1.83939e-15
137,8.06101e-129,1.49217e-15
138,1.46049e-127,0.168056
139,4.44176e-128,0.116803
140,7.46937e-130,8.29089e-95
141,2.17042e-130,3.475e-95
142,8.64e-128,1.35769e-67
143,1.66372e-128,3.20683e-68
144,2.37384e-129,1.94879e-96
145,-2.81869e-129,-3.27807e-97
146,4.32821e-127,1.23937e-14
147,-2.41765e-127,1.92364e-15
