dof_index, displacement_x, displacement_y
0,4.68285e-07,0.373234
1,-4.33804e-08,0.25149
2,4.43982e-07,0.967637
3,-4.68297e-08,0.659168
4,1.37216e-06,-0.385109
5,-1.72463e-07,-0.335973
6,1.65515e-06,-0.216941
7,-1.29989e-07,0.679461
8,1.93715e-08,-0.6616
9,2.76478e-09,-0.148523
10,7.62038e-08,-0.551772
11,1.51267e-08,-1.97409
12,5.86482e-08,-0.0169134
13,2.43934e-09,-0.813166
14,4.80911e-07,-0.111894
15,-3.49864e-08,0.142527
16,1.84704e-06,-0.58251
17,-8.2114e-08,2.48988
18,4.96631e-07,1.65317
19,-5.47736e-09,0.738588
20,1.84727e-06,1.14995
21,4.09358e-08,-0.184158
22,3.61079e-07,0.804415
23,-5.1776e-08,0.323724
24,1.39971e-07,1.82433
25,-1.73088e-08,0.800145
26,4.92715e-07,0.83261
27,1.45779e-08,0.332909
28,2.91601e-09,0.713351
29,-5.00949e-10,-0.0577268
30,1.03897e-08,0.0635289
31,-2.69232e-09,-0.0172587
32,2.97512e-09,0.0300899
33,-1.03344e-09,-0.0797561
34,1.74097e-06,0.258637
35,4.27787e-08,-0.0975533
36,4.60681e-07,0.71976
37,1.72647e-08,0.300166
38,1.65423e-06,0.0137915
39,7.76533e-08,-0.0884719
40,4.47515e-07,1.14867
41,1.42946e-08,1.01419
42,1.59581e-06,0.0191614
43,3.42357e-08,-0.814384
44,4.24235e-07,2.855
45,1.44161e-08,-0.232479
46,1.52803e-06,-0.963175
47,5.67288e-08,-0.37563
48,3.95821e-07,-1.5372
49,2.32804e-08,-0.875464
50,1.4057e-06,-0.632243
51,1.16876e-07,0.260908
52,3.65381e-07,-1.97285
53,2.90821e-08,1.49209
54,1.26492e-06,-0.580274
55,1.19698e-07,-0.184955
56,3.29479e-07,-0.947894
57,2.90397e-08,-0.373476
58,1.14096e-06,-0.844704
59,1.13169e-07,-0.309326
60,2.88598e-07,0.446734
61,3.33111e-08,0.181501
62,9.69497e-07,0.294997
63,1.19802e-07,0.121045
64,2.435e-07,0.609507
65,3.36298e-08,0.248304
66,8.11795e-07,0.491043
67,1.3143e-07,0.191493
68,2.02369e-07,0.559237
69,3.34226e-08,-0.0284519
70,6.40788e-07,-1.01789
71,1.05344e-07,-0.317235
72,1.58279e-07,-0.611749
73,2.78997e-08,-0.331361
74,5.09139e-07,0.615635
75,9.57322e-08,0.241964
76,1.231e-07,0.276348
77,2.39695e-08,-0.972678
78,3.90959e-07,-0.107599
79,9.17754e-08,-1.19306
80,8.06368e-08,1.22889
81,1.84936e-08,-0.374688
82,2.84217e-07,0.355958
83,7.12084e-08,-0.839848
84,6.56715e-08,-0.654802
85,1.56631e-08,-0.591672
86,2.12403e-07,1.11564
87,4.78304e-08,1.33181
88,5.0484e-08,1.0271
89,1.1523e-08,1.03335
90,1.59098e-07,-1.15605
91,3.84219e-08,-0.458421
92,2.99251e-08,-0.191259
93,8.07278e-09,0.280868
94,1.06758e-07,-0.550298
95,2.79645e-08,0.144831
96,2.19914e-08,0.285222
97,5.95787e-09,-0.0592125
98,7.53626e-08,-0.0576541
99,2.10337e-08,0.00451538
100,1.35e-08,0.236319
101,3.67293e-09,0.028446
102,5.35897e-08,0.792997
103,1.60085e-08,-0.0686299
104,9.24919e-09,1.57093
105,2.8086e-09,2.78056
106,3.62877e-08,-0.0155083
107,1.03599e-08,-0.0600391
108,6.09434e-09,0.548249
109,1.96938e-09,0.204366
110,2.48394e-08,0.370467
111,8.16629e-09,0.139816
112,3.84979e-09,0.391476
113,1.50751e-09,0.141069
114,1.42704e-08,2.23787
115,4.87877e-09,0.950016
116,2.29988e-09,2.12481
117,8.72962e-10,1.02868
118,9.34347e-09,2.11496
119,3.61593e-09,0.911029
120,1.42711e-09,0.55067
121,5.87608e-10,0.198106
122,5.22756e-09,1.85331
123,1.83483e-09,0.751611
124,8.27679e-10,-0.44182
125,3.03896e-10,0.0258711
126,3.31687e-09,-0.339431
127,9.98132e-10,0.222277
128,5.36481e-10,-0.96237
129,1.57387e-10,1.06499
130,2.29553e-09,-3.45723
131,5.64747e-10,3.90285
132,4.84003e-10,-1.59902
133,3.46848e-11,2.53565
134,1.80562e-09,0.877762
135,-6.26833e-11,2.57493
136,6.37859e-10,-4.31426
137,-3.09973e-10,3.87406
138,2.65177e-09,-1.07173
139,-1.5287e-09,-2.38914
140,1.64647e-09,0.0314758
141,-1.42237e-09,0.0098947
142,6.70835e-09,0.716395
143,-5.48116e-09,0.383313
144,5.85844e-09,0.0158401
145,-6.27091e-09,0.00489816
146,2.27016e-08,-0.3724
147,-1.62839e-08,0.910544
148,4.36356e-09,1.15244
149,1.1931e-09,0.466428
150,2.99861e-09,0.578674
151,7.87195e-10,-1.21977
152,1.24497e-09,-1.24001
153,-1.01598e-09,1.10959
154,8.94641e-10,-1.45847
155,1.94863e-10,2.0473
156,2.35566e-08,-1.44679
157,4.07871e-09,0.340859
158,3.12344e-08,0.424701
159,6.7441e-09,0.487542
160,9.66316e-09,-0.335076
161,1.62268e-09,0.0757635
162,3.33732e-10,-0.414731
163,-2.35898e-10,-2.5002
164,1.44755e-10,0.00785879
165,-4.32684e-11,0.00108814
166,3.31475e-11,0.00735467
167,7.68255e-12,0.00112762
168,2.8996e-11,0.0151798
169,-2.8031e-12,0.00248634
170,1.23691e-10,2.44396
171,2.02662e-11,-0.358654
172,5.77823e-11,0.466958
173,1.81159e-11,-2.07701
174,1.75212e-10,0.436519
175,5.46003e-11,-2.90551
176,4.0796e-08,0.134282
177,7.59821e-09,0.0486356
178,1.21427e-08,0.148518
179,2.20775e-09,0.0522932
180,9.51599e-11,0.470963
181,2.95309e-11,0.372689
182,3.01924e-10,0.236542
183,1.05758e-10,0.0830408
184,5.26947e-08,0.0006247
185,9.01205e-09,0.000159906
186,1.58891e-08,0.000903691
187,2.65097e-09,0.000199147
188,1.6232e-10,0.000329272
189,5.06631e-11,6.99269e-05
190,4.87211e-10,0.0667438
191,1.68824e-10,0.19648
192,2.61344e-10,0.85091
193,7.50331e-11,0.792896
194,8.31313e-10,1.03607
195,2.80899e-10,0.125705
196,1.9461e-08,0.413083
197,4.48329e-09,-0.266786
198,6.9078e-09,0.291631
199,1.42706e-09,-0.200469
200,4.11172e-10,-0.0675548
201,1.11765e-10,0.231333
202,1.30643e-09,0.163101
203,4.11171e-10,0.16746
204,6.41241e-08,-0.457158
205,9.2185e-09,0.363793
206,1.96824e-08,0.0117581
207,2.78471e-09,0.00212956
208,6.19878e-10,0.143684
209,1.52842e-10,-0.0819503
210,2.03794e-09,0.0195372
211,5.78741e-10,0.0037811
212,7.65744e-08,0.0273324
213,9.50437e-09,0.00498441
214,2.38541e-08,-0.57571
215,2.92541e-09,0.190775
216,1.37923e-09,1.16593
217,3.18837e-10,-1.10811
218,8.84774e-08,-0.0380783
219,8.67938e-09,-3.21306
220,2.78162e-08,0.970399
221,2.78074e-09,-1.0081
222,1.44417e-09,-4.54923
223,2.67013e-10,4.28755
224,5.63833e-09,-2.80505
225,1.14365e-09,2.69676
226,7.3014e-09,-2.75735
227,2.07583e-09,3.29483
228,1.40864e-08,-0.572322
229,4.01391e-09,-1.74375
230,1.66689e-08,-1.83159
231,4.12508e-09,-0.331773
232,9.96889e-08,0.0469642
233,7.7772e-09,0.00768008
234,3.16349e-08,0.0307149
235,2.53703e-09,0.00473129
236,1.08371e-07,0.058346
237,6.68537e-09,0.00822694
238,3.47841e-08,1.74379
239,2.10683e-09,1.85519
240,1.16352e-07,-0.775789
241,5.54728e-09,5.22926
242,3.7489e-08,2.28828
243,1.84325e-09,-0.3768
244,4.89084e-09,3.09578
245,1.1088e-09,-1.36671
246,4.59081e-09,2.23311
247,1.1773e-09,2.41098
248,1.24408e-07,-1.61828
249,4.56859e-09,-3.13178
250,4.01941e-08,-0.677335
251,1.67459e-09,-1.6892
