dof_index, displacement_x, displacement_y
0,9.34273e-11,0.146536
1,-8.03128e-12,0.0377034
2,8.48228e-11,-0.859484
3,-9.12232e-12,-0.876578
4,3.39091e-10,0.371285
5,-4.45465e-11,0.0792231
6,4.16127e-10,0.298348
7,-3.3715e-11,-1.46248
8,1.11284e-12,-0.47817
9,1.34943e-13,-0.0724119
10,5.68622e-12,1.48719
11,1.00281e-12,-0.777221
12,4.27998e-12,1.07074
13,1.78005e-13,-0.602915
14,9.27954e-11,0.596566
15,-7.00177e-12,-1.72383
16,4.72046e-10,0.885339
17,-1.98916e-11,-3.11944
18,9.54674e-11,0.166212
19,-2.00762e-13,0.133159
20,4.66967e-10,1.45334
21,2.00452e-11,-0.34941
22,6.69102e-11,0.61455
23,-9.57509e-12,0.255715
24,2.13863e-11,0.233265
25,-2.61706e-12,0.115155
26,9.38836e-11,0.616184
27,4.30126e-12,0.250151
28,1.41094e-13,0.798141
29,-1.82445e-14,-0.101105
30,6.41546e-13,0.43211
31,-1.23409e-13,-0.230656
32,1.46097e-13,0.302251
33,-4.53052e-14,-0.0196773
34,4.24171e-10,0.201116
35,1.19465e-11,-0.0134326
36,8.41488e-11,1.38508
37,4.05762e-12,1.3373
38,3.93398e-10,1.02989
39,2.55886e-11,0.0397529
40,8.2274e-11,-0.24118
41,2.2406e-12,-1.30643
42,3.81097e-10,-0.867109
43,-7.25541e-14,-0.36205
44,7.77176e-11,-1.93998
45,1.43549e-12,-0.80755
46,3.71049e-10,0.666714
47,7.2538e-12,0.271241
48,7.28319e-11,-1.27156
49,3.7744e-12,1.10139
50,3.39899e-10,-2.46221
51,2.91164e-11,0.615249
52,6.7314e-11,1.29876
53,5.25552e-12,-0.919772
54,3.0114e-10,0.754914
55,2.80038e-11,0.299352
56,6.00996e-11,0.66504
57,4.9237e-12,0.26337
58,2.71307e-10,0.732684
59,2.63674e-11,0.278544
60,5.19433e-11,0.010457
61,6.21184e-12,0.00423415
62,2.2174e-10,0.00434559
63,2.75006e-11,0.00181875
64,4.22965e-11,0.0246963
65,5.97484e-12,0.0097125
66,1.81258e-10,0.0130293
67,3.2282e-11,0.00488446
68,3.44022e-11,-0.421569
69,6.0278e-12,-0.0745956
70,1.35305e-10,-0.435966
71,2.26296e-11,-0.0147663
72,2.54192e-11,-0.312882
73,4.65651e-12,0.0418638
74,1.03217e-10,0.0257593
75,2.06467e-11,0.00974357
76,1.88618e-11,-0.631955
77,3.94256e-12,-0.173733
78,7.47441e-11,-1.83445
79,2.00757e-11,-0.0902512
80,1.14345e-11,0.205723
