dof_index, displacement_x, displacement_y
0,4.61901e-35,5.41076e-17
1,-4.01837e-36,2.60437e-17
2,3.73532e-35,0.000375515
3,-5.33148e-36,0.000183437
4,4.03418e-34,0.538582
5,-8.47344e-35,0.123825
6,5.43311e-34,0.520327
7,-6.27822e-35,-0.147868
8,3.40662e-40,5.46798e-06
9,4.23755e-41,-3.3434e-07
10,4.75844e-39,-0.597594
11,8.00605e-40,-1.21139
12,3.69566e-39,-1.64791
13,5.52704e-40,-1.55023
14,3.97255e-35,0.826232
15,-2.07007e-36,1.61066
16,5.83867e-34,0.522002
17,6.06831e-36,1.201
18,4.14657e-35,1.13371e-11
19,2.2954e-37,6.20822e-12
20,5.95778e-34,1.58698e-07
21,5.22267e-35,-1.15123e-08
22,2.37128e-35,2.84458e-12
23,-5.10647e-36,1.13524e-12
24,3.65009e-36,1.54824e-11
25,-5.4457e-37,6.5687e-12
26,3.96059e-35,2.97262e-12
27,3.95618e-36,1.13644e-12
28,4.19346e-41,2.336e-07
29,-2.15303e-44,-3.75783e-08
30,5.15188e-40,9.32348e-07
31,4.82645e-41,-1.43527e-07
32,4.45846e-41,2.54033e-15
33,-7.37936e-42,-1.3298e-16
34,4.58517e-34,4.50801e-16
35,5.28783e-36,-5.21312e-17
36,2.86226e-35,1.03378
37,2.81237e-36,0.745707
38,3.76323e-34,1.55626
39,7.25328e-35,1.24681
40,3.21335e-35,-1.3744
41,-1.16177e-36,-1.179
42,4.29234e-34,0.40341
43,-7.43216e-35,0.035576
44,3.26966e-35,0.758965
45,-3.18003e-36,-0.252161
46,5.08022e-34,5.89069e-14
47,-4.33273e-35,2.42822e-14
48,3.43994e-35,1.78925
49,1.05332e-37,0.0436742
50,4.91367e-34,2.63514
51,3.64655e-35,-0.056974
52,3.41269e-35,3.38693
53,2.0064e-36,0.409717
54,4.33338e-34,3.45999e-13
55,2.56203e-35,1.39739e-13
56,3.12267e-35,5.76533e-14
57,8.48989e-37,1.64448e-14
