time,amplitude,network,station,location,channel,starttime,endtime,sampling_rate,delta,npts,calib,_format,mseed_dataquality,mseed_number_of_records,mseed_encoding,mseed_byteorder,mseed_record_length,mseed_filesize
2018-03-06T16:57:18.500000Z,-1.000442775053644,EV,EVN,00,HHN,2018-03-06T16:57:18.500000Z,2018-03-06T16:57:23.720000Z,100.0,0.01,523,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-06T16:57:18.510000Z,-1.544570674270593,EV,EVN,00,HHN,2018-03-06T16:57:18.500000Z,2018-03-06T16:57:23.720000Z,100.0,0.01,523,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-06T16:57:18.520000Z,-0.39025549301982476,EV,EVN,00,HHN,2018-03-06T16:57:18.500000Z,2018-03-06T16:57:23.720000Z,100.0,0.01,523,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-06T16:57:18.530000Z,0.25020155267143274,EV,EVN,00,HHN,2018-03-06T16:57:18.500000Z,2018-03-06T16:57:23.720000Z,100.0,0.01,523,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-06T16:57:18.540000Z,0.8121878065138333,EV,EVN,00,HHN,2018-03-06T16:57:18.500000Z,2018-03-06T16:57:23.720000Z,100.0,0.01,523,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-06T16:57:18.550000Z,2.6967485360368095,EV,EVN,00,HHN,2018-03-06T16:57:18.500000Z,2018-03-06T16:57:23.720000Z,100.0,0.01,523,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-06T16:57:18.560000Z,3.716872655536453,EV,EVN,00,HHN,2018-03-06T16:57:18.500000Z,2018-03-06T16:57:23.720000Z,100.0,0.01,523,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-06T16:57:18.570000Z,2.8898744889031422,EV,EVN,00,HHN,2018-03-06T16:57:18.500000Z,2018-03-06T16:57:23.720000Z,100.0,0.01,523,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-06T16:57:18.580000Z,3.3236584465006187,EV,EVN,00,HHN,2018-03-06T16:57:18.500000Z,2018-03-06T16:57:23.720000Z,100.0,0.01,523,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-06T16:57:18.590000Z,5.272265709875782,EV,EVN,00,HHN,2018-03-06T16:57:18.500000Z,2018-03-06T16:57:23.720000Z,100.0,0.01,523,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-06T16:57:18.600000Z,4.1914344230838285,EV,EVN,00,HHN,2018-03-06T16:57:18.500000Z,2018-03-06T16:57:23.720000Z,100.0,0.01,523,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-06T16:57:18.610000Z,-0.08378181897742332,EV,EVN,00,HHN,2018-03-06T16:57:18.500000Z,2018-03-06T16:57:23.720000Z,100.0,0.01,523,1.0,MSEED,D,10,FLOAT64,>,512,15360
