time,amplitude,network,station,location,channel,starttime,endtime,sampling_rate,delta,npts,calib,_format,mseed_dataquality,mseed_number_of_records,mseed_encoding,mseed_byteorder,mseed_record_length,mseed_filesize
2018-03-13T15:41:46.500000Z,-0.17846321810432952,EV,EVN,00,HHZ,2018-03-13T15:41:46.500000Z,2018-03-13T15:41:51.700000Z,100.0,0.01,521,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-13T15:41:46.510000Z,-1.7337627725973146,EV,EVN,00,HHZ,2018-03-13T15:41:46.500000Z,2018-03-13T15:41:51.700000Z,100.0,0.01,521,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-13T15:41:46.520000Z,-4.407688599807214,EV,EVN,00,HHZ,2018-03-13T15:41:46.500000Z,2018-03-13T15:41:51.700000Z,100.0,0.01,521,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-13T15:41:46.530000Z,-3.674833345671742,EV,EVN,00,HHZ,2018-03-13T15:41:46.500000Z,2018-03-13T15:41:51.700000Z,100.0,0.01,521,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-13T15:41:46.540000Z,-1.8054161786316099,EV,EVN,00,HHZ,2018-03-13T15:41:46.500000Z,2018-03-13T15:41:51.700000Z,100.0,0.01,521,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-13T15:41:46.550000Z,-0.13708228021662294,EV,EVN,00,HHZ,2018-03-13T15:41:46.500000Z,2018-03-13T15:41:51.700000Z,100.0,0.01,521,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-13T15:41:46.560000Z,2.134886314593318,EV,EVN,00,HHZ,2018-03-13T15:41:46.500000Z,2018-03-13T15:41:51.700000Z,100.0,0.01,521,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-13T15:41:46.570000Z,1.826109122418491,EV,EVN,00,HHZ,2018-03-13T15:41:46.500000Z,2018-03-13T15:41:51.700000Z,100.0,0.01,521,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-13T15:41:46.580000Z,-2.0279815523863713,EV,EVN,00,HHZ,2018-03-13T15:41:46.500000Z,2018-03-13T15:41:51.700000Z,100.0,0.01,521,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-13T15:41:46.590000Z,-2.6658477743447584,EV,EVN,00,HHZ,2018-03-13T15:41:46.500000Z,2018-03-13T15:41:51.700000Z,100.0,0.01,521,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-13T15:41:46.600000Z,2.2135524115277625,EV,EVN,00,HHZ,2018-03-13T15:41:46.500000Z,2018-03-13T15:41:51.700000Z,100.0,0.01,521,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-13T15:41:46.610000Z,3.8045457982200865,EV,EVN,00,HHZ,2018-03-13T15:41:46.500000Z,2018-03-13T15:41:51.700000Z,100.0,0.01,521,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-13T15:41:46.620000Z,-1.4261549172368748,EV,EVN,00,HHZ,2018-03-13T15:41:46.500000Z,2018-03-13T15:41:51.700000Z,100.0,0.01,521,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-13T15:41:46.630000Z,-4.6655057103840685,EV,EVN,00,HHZ,2018-03-13T15:41:46.500000Z,2018-03-13T15:41:51.700000Z,100.0,0.01,521,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-13T15:41:46.640000Z,-3.326459159249722,EV,EVN,00,HHZ,2018-03-13T15:41:46.500000Z,2018-03-13T15:41:51.700000Z,100.0,0.01,521,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-13T15:41:46.650000Z,-3.878159833121666,EV,EVN,00,HHZ,2018-03-13T15:41:46.500000Z,2018-03-13T15:41:51.700000Z,100.0,0.01,521,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-13T15:41:46.660000Z,-4.597839282001934,EV,EVN,00,HHZ,2018-03-13T15:41:46.500000Z,2018-03-13T15:41:51.700000Z,100.0,0.01,521,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-13T15:41:46.670000Z,-1.587184313956246,EV,EVN,00,HHZ,2018-03-13T15:41:46.500000Z,2018-03-13T15:41:51.700000Z,100.0,0.01,521,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-13T15:41:46.680000Z,-0.5140639942687131,EV,EVN,00,HHZ,2018-03-13T15:41:46.500000Z,2018-03-13T15:41:51.700000Z,100.0,0.01,521,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-13T15:41:46.690000Z,-2.328359314483554,EV,EVN,00,HHZ,2018-03-13T15:41:46.500000Z,2018-03-13T15:41:51.700000Z,100.0,0.01,521,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-13T15:41:46.700000Z,1.1694844340321875,EV,EVN,00,HHZ,2018-03-13T15:41:46.500000Z,2018-03-13T15:41:51.700000Z,100.0,0.01,521,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-13T15:41:46.710000Z,8.973690271290693,EV,EVN,00,HHZ,2018-03-13T15:41:46.500000Z,2018-03-13T15:41:51.700000Z,100.0,0.01,521,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-13T15:41:46.720000Z,11.043542438775518,EV,EVN,00,HHZ,2018-03-13T15:41:46.500000Z,2018-03-13T15:41:51.700000Z,100.0,0.01,521,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-13T15:41:46.730000Z,7.7376932595896,EV,EVN,00,HHZ,2018-03-13T15:41:46.500000Z,2018-03-13T15:41:51.700000Z,100.0,0.01,521,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-13T15:41:46.740000Z,8.722447120608484,EV,EVN,00,HHZ,2018-03-13T15:41:46.500000Z,2018-03-13T15:41:51.700000Z,100.0,0.01,521,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-13T15:41:46.750000Z,12.937722325473455,EV,EVN,00,HHZ,2018-03-13T15:41:46.500000Z,2018-03-13T15:41:51.700000Z,100.0,0.01,521,1.0,MSEED,D,10,FLOAT64,>,512,15360
