time,amplitude,network,station,location,channel,starttime,endtime,sampling_rate,delta,npts,calib,_format,mseed_dataquality,mseed_number_of_records,mseed_encoding,mseed_byteorder,mseed_record_length,mseed_filesize
2018-03-06T18:00:52.500000Z,2.719177902126386,EV,EVN,00,HHZ,2018-03-06T18:00:52.500000Z,2018-03-06T18:00:57.250000Z,100.0,0.01,476,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-06T18:00:52.510000Z,-1.5105185459761978,EV,EVN,00,HHZ,2018-03-06T18:00:52.500000Z,2018-03-06T18:00:57.250000Z,100.0,0.01,476,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-06T18:00:52.520000Z,1.194651055993826,EV,EVN,00,HHZ,2018-03-06T18:00:52.500000Z,2018-03-06T18:00:57.250000Z,100.0,0.01,476,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-06T18:00:52.530000Z,5.710231868273791,EV,EVN,00,HHZ,2018-03-06T18:00:52.500000Z,2018-03-06T18:00:57.250000Z,100.0,0.01,476,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-06T18:00:52.540000Z,10.106823947419796,EV,EVN,00,HHZ,2018-03-06T18:00:52.500000Z,2018-03-06T18:00:57.250000Z,100.0,0.01,476,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-06T18:00:52.550000Z,12.805469531985194,EV,EVN,00,HHZ,2018-03-06T18:00:52.500000Z,2018-03-06T18:00:57.250000Z,100.0,0.01,476,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-06T18:00:52.560000Z,10.27021118626324,EV,EVN,00,HHZ,2018-03-06T18:00:52.500000Z,2018-03-06T18:00:57.250000Z,100.0,0.01,476,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-06T18:00:52.570000Z,6.908109265440309,EV,EVN,00,HHZ,2018-03-06T18:00:52.500000Z,2018-03-06T18:00:57.250000Z,100.0,0.01,476,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-06T18:00:52.580000Z,9.383636915389667,EV,EVN,00,HHZ,2018-03-06T18:00:52.500000Z,2018-03-06T18:00:57.250000Z,100.0,0.01,476,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-06T18:00:52.590000Z,13.08548692055262,EV,EVN,00,HHZ,2018-03-06T18:00:52.500000Z,2018-03-06T18:00:57.250000Z,100.0,0.01,476,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-06T18:00:52.600000Z,10.373028990105784,EV,EVN,00,HHZ,2018-03-06T18:00:52.500000Z,2018-03-06T18:00:57.250000Z,100.0,0.01,476,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-06T18:00:52.610000Z,4.04483672142732,EV,EVN,00,HHZ,2018-03-06T18:00:52.500000Z,2018-03-06T18:00:57.250000Z,100.0,0.01,476,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-06T18:00:52.620000Z,0.6485688137768326,EV,EVN,00,HHZ,2018-03-06T18:00:52.500000Z,2018-03-06T18:00:57.250000Z,100.0,0.01,476,1.0,MSEED,D,9,FLOAT64,>,512,13824
