time,amplitude,network,station,location,channel,starttime,endtime,sampling_rate,delta,npts,calib,_format,mseed_dataquality,mseed_number_of_records,mseed_encoding,mseed_byteorder,mseed_record_length,mseed_filesize
2018-03-07T20:31:38.500000Z,12.24161502492144,EV,EVN,00,HHE,2018-03-07T20:31:38.500000Z,2018-03-07T20:31:43.900000Z,100.0,0.01,541,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-07T20:31:38.510000Z,9.379748515651952,EV,EVN,00,HHE,2018-03-07T20:31:38.500000Z,2018-03-07T20:31:43.900000Z,100.0,0.01,541,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-07T20:31:38.520000Z,6.5939075566776095,EV,EVN,00,HHE,2018-03-07T20:31:38.500000Z,2018-03-07T20:31:43.900000Z,100.0,0.01,541,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-07T20:31:38.530000Z,2.8103877913101547,EV,EVN,00,HHE,2018-03-07T20:31:38.500000Z,2018-03-07T20:31:43.900000Z,100.0,0.01,541,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-07T20:31:38.540000Z,-0.1366298261075869,EV,EVN,00,HHE,2018-03-07T20:31:38.500000Z,2018-03-07T20:31:43.900000Z,100.0,0.01,541,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-07T20:31:38.550000Z,0.1260332254385883,EV,EVN,00,HHE,2018-03-07T20:31:38.500000Z,2018-03-07T20:31:43.900000Z,100.0,0.01,541,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-07T20:31:38.560000Z,2.3258840928946998,EV,EVN,00,HHE,2018-03-07T20:31:38.500000Z,2018-03-07T20:31:43.900000Z,100.0,0.01,541,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-07T20:31:38.570000Z,2.681509886642208,EV,EVN,00,HHE,2018-03-07T20:31:38.500000Z,2018-03-07T20:31:43.900000Z,100.0,0.01,541,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-07T20:31:38.580000Z,1.4531782693754143,EV,EVN,00,HHE,2018-03-07T20:31:38.500000Z,2018-03-07T20:31:43.900000Z,100.0,0.01,541,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-07T20:31:38.590000Z,1.913994657393859,EV,EVN,00,HHE,2018-03-07T20:31:38.500000Z,2018-03-07T20:31:43.900000Z,100.0,0.01,541,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-07T20:31:38.600000Z,3.0286845529526008,EV,EVN,00,HHE,2018-03-07T20:31:38.500000Z,2018-03-07T20:31:43.900000Z,100.0,0.01,541,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-07T20:31:38.610000Z,0.9666772007622293,EV,EVN,00,HHE,2018-03-07T20:31:38.500000Z,2018-03-07T20:31:43.900000Z,100.0,0.01,541,1.0,MSEED,D,10,FLOAT64,>,512,15360
2018-03-07T20:31:38.620000Z,-4.213787633676757,EV,EVN,00,HHE,2018-03-07T20:31:38.500000Z,2018-03-07T20:31:43.900000Z,100.0,0.01,541,1.0,MSEED,D,10,FLOAT64,>,512,15360
