time,amplitude,network,station,location,channel,starttime,endtime,sampling_rate,delta,npts,calib,_format,mseed_dataquality,mseed_number_of_records,mseed_encoding,mseed_byteorder,mseed_record_length,mseed_filesize
2018-03-08T11:57:15.500000Z,2.784309505379367,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.510000Z,6.022327957342982,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.520000Z,22.57743833413022,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.530000Z,22.99382144543621,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.540000Z,7.1993363553710505,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.550000Z,-6.167618214169682,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.560000Z,-18.66145421360675,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.570000Z,-26.770912578101726,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.580000Z,-18.329043749431044,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.590000Z,-11.091299314836409,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.600000Z,-25.76420243906192,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.610000Z,-46.047362939831736,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.620000Z,-45.7790135073842,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.630000Z,-17.671933333275554,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.640000Z,22.275394869808085,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.650000Z,38.37489136458481,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.660000Z,3.906767558603658,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.670000Z,-61.736203287108495,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.680000Z,-87.27387828262084,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.690000Z,-26.082432224831987,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.700000Z,51.34836543782291,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.710000Z,49.097827249811054,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.720000Z,0.13964862255581867,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.730000Z,-16.400711959567232,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.740000Z,-0.2764713543528625,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.750000Z,31.90362909588471,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.760000Z,64.10715288704598,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.770000Z,46.00932162851285,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.780000Z,-12.214229547679057,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.790000Z,-29.30088220467495,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.800000Z,5.248024053179237,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
2018-03-08T11:57:15.810000Z,28.07563213951015,EV,EVN,00,HHE,2018-03-08T11:57:15.500000Z,2018-03-08T11:57:20.430000Z,100.0,0.01,494,1.0,MSEED,D,9,FLOAT64,>,512,13824
